NAME,B01001_001E,B01001_002E,B01001_026E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B11001_001E,B11001_002E,B15003_001E,B15003_017E,B15003_021E,B15003_023E,B19013_001E,B19001_002E,B19001_017E,B19301_001E,B23025_005E,B23025_003E,B17001_002E,B17001_001E,B18101_004E,B18101_007E,B18101_010E,B18101_013E,B12001_001E,B12001_003E,B12001_009E,B12001_011E,B16001_001E,B16001_002E,B16001_003E,B25077_001E,B25064_001E,B25003_002E,B25003_003E,B25035_001E,B25071_001E,B27001_001E,B27001_005E,B27001_008E,B08006_001E,B08006_002E,B08013_001E,B28002_001E,B28002_002E,B28002_004E,B19052_001E,B19083_001E,state,county
Area name,Total population,Male population,Female population,Median age,White alone,Black or African American alone,Asian alone,Total households,Family households,Population 25 years and over,High school graduate,Bachelor’s degree,Graduate or professional degree,Median household income,"Households earning less than $10,000","Households earning $200,000 or more",Per capita income,Unemployed individuals,Labor force,Population below poverty level,Total population for poverty status,Individuals with a hearing difficulty,Individuals with a vision difficulty,Individuals with a cognitive difficulty,Individuals with an ambulatory difficulty,Population 15 years and over,Now married,Divorced,Widowed,Population 5 years and over,English only,Spanish-speaking population,Median home value,Median gross rent,Owner-occupied housing units,Renter-occupied housing units,Median year housing unit was built,Monthly housing costs as a percentage of household income,Total health insurance coverage status,Male with public health insurance,Female with private health insurance,Total workers 16 years and over,"Car, truck, or van - drove alone",Travel time to work (minutes),Total households,Households with internet access,Households with broadband internet,Household income from Social Security,Gini index of income inequality,,
"Calvert County, Maryland",91511,45538,45973,40.7,74326,10709,1718,31973,24111,62546,16548,5378,7124,109313,722,5175,45783,2083,49064,4183,90734,28,417,399,2039,74473,11473,992,37781,,,,358800,1520,27070,4903,1990,29.7,90150,47,334,46864,42147,1888600,31973,28911,28825,31973,0.3768,24,009
"Garrett County, Maryland",29235,14478,14757,46.2,28327,250,125,12425,8235,21472,8285,1989,1577,52617,633,446,30617,549,14419,2963,28480,7,184,172,850,24812,3342,579,12572,,,,173900,614,9771,2654,1982,24.7,28751,52,131,13608,12047,314925,12425,9672,9556,12425,0.4475,24,023
"Kent County, Maryland",19536,9294,10242,48.1,15774,2787,228,8025,4847,13933,3828,836,1467,58598,405,619,36813,403,9707,2059,17879,0,49,144,377,16991,2668,325,8987,,,,249900,1007,5557,2468,1976,33.7,19161,17,36,9116,7077,223530,8025,6000,5987,8025,0.4773,24,029
"Montgomery County, Maryland",1043530,504128,539402,39.2,553846,192639,154340,370950,259246,717900,85954,38426,137992,108820,12782,84457,54510,26218,587168,70682,1034475,77,3836,5943,12349,841529,134787,7077,440766,,,,484900,1768,242632,128318,1979,30.3,1034552,1225,2959,553610,414968,17999065,370950,341559,340749,370950,0.4648,24,031
"Bethel Census Area, Alaska",18134,9477,8657,27.3,2022,135,195,4489,3415,9801,3885,452,291,53553,363,193,19885,1412,7655,4980,17622,24,79,110,561,12743,3570,100,6018,,,,83600,1352,2611,1878,1986,22.2,17878,96,291,6000,2138,41860,4489,3294,3290,4489,0.4502,02,050
"North Slope Borough, Alaska",9792,5985,3807,35.2,3077,151,534,1979,1523,6505,2546,478,305,79306,88,186,48730,533,5937,983,9689,23,53,83,298,7620,1813,58,2762,,,,152500,1000,1042,937,1983,16.5,9732,78,200,5338,1944,32080,1979,1382,1382,1979,0.4094,02,185
"Sitka City and Borough, Alaska",8640,4444,4196,39.5,5554,80,579,3547,2123,6146,1400,647,554,73682,145,203,39615,242,4871,731,8438,6,71,44,225,7087,1155,154,3488,,,,358600,1131,2102,1445,1979,29.5,8396,40,155,4660,3380,48640,3547,2999,2986,3547,0.4185,02,220
"Fairbanks North Star Borough, Alaska",99072,53417,45655,31.3,74722,4412,3207,36188,23822,61846,10486,5835,4803,76992,1200,2919,37025,3190,48728,7575,94778,44,425,1102,2472,78422,16707,590,35627,,,,240000,1305,21322,14866,1984,28.0,91918,265,527,51000,45537,939885,36188,31351,31042,36188,0.4094,02,090
"Ketchikan Gateway Borough, Alaska",13800,7083,6717,39.7,9178,104,1134,5397,3453,9642,2280,810,581,72728,169,407,37590,448,7564,1304,13617,5,58,103,502,11309,2021,133,5471,,,,289900,1169,3322,2075,1975,31.3,13495,74,66,7104,5886,98465,5397,4587,4574,5397,0.4332,02,130
"Matanuska-Susitna Borough, Alaska",105369,54838,50531,35.2,87323,1299,1453,31217,22093,68186,17763,6571,3760,75493,1764,2247,31232,4378,48160,10624,103218,17,673,1013,3228,81699,15455,851,39076,,,,249000,1127,24059,7158,1993,31.1,103269,638,1299,43212,36322,1409300,31217,27195,27045,31217,0.4220,02,170
"Nome Census Area, Alaska",9988,5262,4726,28.3,1555,95,166,2844,2128,5520,1918,204,354,61048,176,157,23581,768,4461,2080,9653,4,36,54,279,7047,1982,100,3314,,,,154600,1287,1720,1124,1983,24.4,9761,62,135,3638,1327,23255,2844,2108,2108,2844,0.4301,02,180
"Dillingham Census Area, Alaska",4961,2542,2419,30.2,866,79,67,1427,1041,2895,919,117,187,56898,79,48,25993,275,2305,843,4908,0,40,32,153,3655,930,57,1735,,,,183500,1020,885,542,1985,23.4,4942,19,66,1912,1045,15535,1427,1083,1083,1427,0.4271,02,070
"Yakutat City and Borough, Alaska",649,356,293,36.9,293,5,32,219,127,442,135,26,12,71607,5,5,32198,21,360,48,649,0,2,0,16,513,131,2,218,,,,202300,900,145,74,1986,20.0,649,4,10,320,190,2015,219,159,157,219,0.3385,02,282
"Lake and Peninsula Borough, Alaska",1393,749,644,34.8,293,16,23,421,280,918,369,34,39,44135,30,7,24836,117,770,229,1384,0,1,16,63,1127,291,14,496,,,,114900,743,301,120,1985,14.9,1393,11,13,627,181,3505,421,275,275,421,0.4259,02,164
"Southeast Fairbanks Census Area, Alaska",6878,3770,3108,36.8,5257,45,183,2170,1471,4518,1297,403,377,70056,97,103,32193,347,3148,737,6784,0,67,46,328,5292,1082,51,2299,,,,170900,1042,1595,575,1986,22.0,6780,34,58,2759,2229,35670,2170,1562,1553,2170,0.4058,02,240
"Anchorage Municipality, Alaska",293531,149670,143861,33.6,183741,16341,28276,106567,68643,191870,36524,17218,18242,84928,3449,11555,41415,8918,156939,25861,286504,105,1569,2656,7133,233097,45878,2326,114373,,,,314800,1320,65367,41200,1981,28.3,282365,929,2472,153083,134920,2776120,106567,96100,95877,106567,0.4298,02,020
"Aleutians East Borough, Alaska",3385,2033,1352,42.5,510,142,666,890,550,2616,1069,141,80,69250,32,51,33939,93,2399,465,3378,0,14,9,89,2993,805,54,1186,,,,119900,939,568,322,1982,19.6,3380,16,81,2262,809,10740,890,555,555,890,0.4068,02,013
"Valdez-Cordova Census Area, Alaska",9243,4845,4398,38.1,6633,35,376,3177,1981,6480,1872,433,840,79867,146,342,38907,169,5015,714,9131,0,21,19,228,7396,1498,67,3448,,,,222200,1067,2371,806,1983,20.5,9034,93,157,4915,3632,55230,3177,2555,2555,3177,0.4130,02,261
"Kenai Peninsula Borough, Alaska",58464,30480,27984,40.8,48218,365,924,21630,13603,40651,9830,3765,3056,66064,1102,1410,34226,1951,27265,6913,57233,59,270,422,2000,47487,8369,793,22616,,,,242200,987,15750,5880,1988,27.5,57367,328,714,24671,19701,452665,21630,17437,17195,21630,0.4393,02,122
"Skagway Municipality, Alaska",1107,606,501,40.4,940,44,9,375,200,867,219,51,35,73906,5,7,39453,51,789,70,1098,0,0,3,35,979,220,16,425,,,,338500,1004,200,175,1981,19.7,1107,3,0,723,291,3980,375,316,316,375,0.3023,02,230
"Prince of Wales-Hyder Census Area, Alaska",6407,3478,2929,41.3,3056,29,91,2371,1525,4457,1425,343,220,52379,161,62,27080,349,3102,1098,6348,1,35,69,386,5143,1038,127,2324,,,,174900,783,1725,646,1985,23.4,6407,50,123,2606,1714,38990,2371,1560,1560,2371,0.4326,02,198
"Petersburg Borough, Alaska",3257,1723,1534,42.8,2480,33,153,1187,766,2195,628,148,114,69948,38,116,36112,71,1724,186,3244,1,2,40,90,2715,584,28,1266,,,,227400,954,817,370,1980,27.5,3247,7,16,1586,1105,13195,1187,976,974,1187,0.4274,02,195
"Kusilvak Census Area, Alaska",8250,4463,3787,24.1,297,40,11,1724,1440,4010,2004,86,43,36754,174,21,13762,817,3009,3195,8190,4,47,45,278,5384,1832,44,2437,,,,71500,632,1236,488,1985,20.1,8236,51,119,2140,202,14535,1724,1126,1126,1724,0.4285,02,158
"Maricopa County, Arizona",4328810,2140563,2188247,36.4,3360305,243640,181352,1552096,1018723,2878815,544183,245204,248997,64468,85402,115968,33279,109605,2177823,588350,4272832,1607,22305,34014,84410,3461021,643295,40215,1763241,,,,260200,1127,965292,586804,1990,29.1,4297311,11524,34760,2040912,1775546,50179275,1552096,1344552,1339932,1552096,0.4641,04,013
"Graham County, Arizona",37996,20325,17671,33.6,30366,744,240,11017,7786,23706,5364,2496,1004,51353,1079,165,18683,1188,14292,7679,33980,0,192,203,706,29481,6855,447,13506,,,,138700,769,7741,3276,1985,25.6,34503,46,205,12848,11993,267600,11017,8366,8357,11017,0.4196,04,009
"Santa Cruz County, Arizona",46480,22271,24209,36.7,39840,301,424,15853,12016,29302,6895,1806,1468,41259,1552,476,21480,1424,18587,10729,46120,0,168,592,953,36060,5552,458,18948,,,,151200,675,10725,5128,1987,30.6,46061,71,298,17041,15813,394730,15853,11742,11691,15853,0.4997,04,023
"La Paz County, Arizona",20793,10708,10085,56.5,16035,200,151,9346,5930,16053,4107,1040,628,34643,1438,140,22879,602,6762,4592,20468,0,85,149,628,17942,2272,420,8757,,,,79200,565,6686,2660,1987,25.0,20651,84,311,6063,5340,87015,9346,5803,5773,9346,0.4879,04,012
"Mohave County, Arizona",207695,104944,102751,51.6,187413,2217,2314,86889,55462,158391,46240,13188,4936,45587,5865,2015,26166,6377,79309,33364,203644,0,1114,2115,8876,177774,23680,4474,88153,,,,160500,826,60192,26697,1993,28.2,204435,270,1099,71243,65011,1431035,86889,69995,69556,86889,0.4456,04,015
"Coconino County, Arizona",141274,69789,71485,30.7,90333,1742,2766,47447,28849,83080,16072,7008,9001,59460,3874,2526,27339,5492,72312,22539,128041,5,970,1627,3346,117039,27477,930,59814,,,,280900,1181,28962,18485,1988,31.3,140443,356,1132,65367,52796,1150335,47447,37266,37099,47447,0.4667,04,005
"Yavapai County, Arizona",228067,111450,116617,53.4,208248,1495,2205,98386,61412,175215,36789,16799,13220,52451,5737,3183,30341,5364,93401,29085,223134,24,1260,2141,7075,197126,24186,3758,101531,,,,252000,947,70821,27565,1992,29.7,226584,478,1193,86002,74495,1849195,98386,81482,80834,98386,0.4435,04,025
"Greenlee County, Arizona",9522,4984,4538,34.5,8715,209,52,3132,2339,5854,1702,533,154,63473,109,43,25780,233,4103,1250,9393,0,105,83,243,7305,1338,119,3406,,,,83800,466,1523,1609,1977,9.0,9477,0,33,3837,3711,66985,3132,2581,2574,3132,0.3805,04,011
"Pinal County, Arizona",432793,225618,207175,39.3,345754,18915,7139,141300,99077,299353,68558,27972,15382,58174,9751,4105,24959,12045,169843,53276,405131,74,2936,3932,10594,349955,65485,4827,166509,,,,183100,1064,108402,32898,2002,29.2,406677,1066,3149,154661,138625,4605925,141300,119015,118701,141300,0.4204,04,021
"Nevada County, Arkansas",8351,4237,4114,44.3,5247,2884,3,3397,2263,5845,2208,567,175,38042,353,16,19912,197,3401,1883,8160,13,114,101,256,6776,1043,218,3436,,,,66300,696,2274,1123,1975,28.0,8193,4,32,3130,2967,87530,3397,2188,2094,3397,0.4086,05,099
"Cross County, Arkansas",16824,8094,8730,40.9,12380,3141,5,6653,4652,11513,3979,786,564,46787,466,180,25380,494,8116,2555,16538,36,174,248,570,13526,1700,250,7100,,,,86100,711,4447,2206,1978,27.6,16598,9,132,7531,7105,180535,6653,4698,4698,6653,0.4593,05,037
"Dallas County, Arkansas",7279,3589,3690,43.9,3888,3148,4,2969,1797,5145,2077,243,94,38072,372,21,20517,102,3054,955,6516,0,11,56,405,6158,924,117,3231,,,,70400,673,2010,959,1977,26.6,6519,14,48,2921,2797,70750,2969,1750,1733,2969,0.4249,05,039
"Columbia County, Arkansas",23776,11407,12369,35.7,14396,8592,254,8562,5559,14661,5537,797,679,36193,868,195,21189,1090,10034,5482,21933,0,84,388,729,19631,3769,483,10361,,,,81900,664,6029,2533,1975,27.5,23354,19,44,8826,8137,150480,8562,5371,5351,8562,0.4973,05,027
"Saline County, Arkansas",119415,58571,60844,39.6,105610,8518,1528,44075,31296,82700,21952,7440,5881,64412,1720,1733,30553,2247,59938,10815,117845,33,969,963,3781,96380,12130,1722,49509,,,,156800,847,34419,9656,1995,25.6,118198,220,574,57074,54456,1428265,44075,36867,36767,44075,0.3990,05,125
"Van Buren County, Arkansas",16642,8214,8428,48.0,15816,101,37,6813,4631,12235,4097,845,495,38499,581,90,22168,456,6126,3041,16431,7,117,185,1027,13973,1474,286,7126,,,,101700,644,5352,1461,1986,32.5,16457,28,65,5604,5100,161820,6813,4460,4358,6813,0.4504,05,141
"Izard County, Arkansas",13570,7067,6503,47.9,12751,248,0,4851,3124,10195,2996,1083,371,42876,374,39,21164,446,5171,1906,12630,6,26,227,712,11553,1805,302,5440,,,,82700,570,3690,1161,1980,25.8,12634,11,92,4664,4322,89035,4851,2630,2606,4851,0.4278,05,065
"Independence County, Arkansas",37427,18350,19077,39.3,34101,720,264,14322,9929,25122,7470,1907,1063,44319,849,317,23733,790,16692,6049,36244,0,276,483,1668,29956,3966,433,15380,,,,98900,631,10261,4061,1984,27.6,36939,105,233,15695,14805,275915,14322,8711,8595,14322,0.4561,05,063
"Logan County, Arkansas",21668,10677,10991,42.0,19887,298,474,8417,5839,15309,5541,1134,591,41466,599,136,21491,600,9659,3995,21351,0,219,192,995,17830,2367,275,9022,,,,99000,581,6202,2215,1977,23.0,21420,0,36,8891,8267,221200,8417,6006,5956,8417,0.4243,05,083
"Grant County, Arkansas",18126,8893,9233,41.0,17180,482,7,6863,5007,12720,4344,863,673,55388,426,91,28153,315,8075,2596,17875,0,212,232,835,14787,1822,168,7550,,,,124600,736,5499,1364,1990,27.8,17949,57,32,7645,7303,223485,6863,5116,5078,6863,0.4471,05,053
"Franklin County, Arkansas",17738,8735,9003,41.2,16682,174,146,6723,4537,12017,3959,932,241,38923,866,82,20480,212,6893,4005,17410,0,100,221,910,14288,1802,382,7295,,,,100900,625,4740,1983,1984,32.0,17449,26,35,6584,6264,189015,6723,4311,4186,6723,0.4533,05,047
"Pike County, Arkansas",10756,5312,5444,43.1,9774,439,61,4280,2969,7525,2364,591,408,40401,237,74,23362,226,4835,1627,10552,0,132,69,632,8828,995,200,4453,,,,84900,601,3372,908,1979,27.3,10598,4,56,4569,4247,123400,4280,2875,2868,4280,0.4481,05,109
"Jefferson County, Arkansas",69282,34282,35000,38.7,27475,39165,660,26801,16294,46904,15029,2929,2281,40726,2807,503,21472,2626,28765,13960,62881,0,594,748,2146,56688,10992,844,28885,,,,83500,740,16644,10157,1977,29.0,64532,191,207,25658,23820,502435,26801,16333,16185,26801,0.4642,05,069
"Montgomery County, Arkansas",8950,4478,4472,50.4,8247,30,36,3754,2563,6687,1972,476,302,35741,336,79,22631,268,3530,1875,8801,2,74,54,446,7626,767,144,3831,,,,102800,509,3053,701,1983,24.4,8815,0,19,3181,3048,89940,3754,2300,2271,3754,0.4540,05,097
"Scott County, Arkansas",10376,5313,5063,40.7,9239,25,75,3944,2569,6999,2379,536,205,36092,412,48,18281,332,4090,1967,10283,0,128,162,630,8209,966,216,4061,,,,76300,564,2910,1034,1981,34.8,10312,42,215,3644,3436,87700,3944,2313,2291,3944,0.4331,05,127
"Sebastian County, Arkansas",127591,62343,65248,37.6,93752,8642,5737,51228,32909,85006,21020,6540,3744,46228,3885,1446,25961,2875,60171,23271,125802,28,1118,2020,5150,102041,14949,1651,52603,,,,123100,696,30130,21098,1978,26.3,126506,145,561,56302,52215,1034095,51228,38916,38839,51228,0.4691,05,131
"Crawford County, Arkansas",62739,30903,31836,38.6,55246,993,1177,23958,17082,42256,12725,3610,1533,46828,1782,380,24547,1241,27282,10609,61833,9,514,512,2529,50041,6096,789,25610,,,,115200,701,18211,5747,1988,28.3,62057,66,374,26040,24732,566660,23958,17597,17391,23958,0.4477,05,033
"Chicot County, Arkansas",10615,5239,5376,43.3,4614,5724,62,4068,2636,7441,2244,386,259,34147,613,102,20232,359,3641,2872,9944,0,111,186,485,8634,1657,200,4375,,,,69700,601,2513,1555,1976,28.1,9939,0,50,3282,2860,62955,4068,2531,2531,4068,0.5252,05,017
"Johnson County, Arkansas",26372,12966,13406,38.4,24056,421,543,9682,6650,17421,5419,782,805,38511,823,144,21010,413,10861,5833,25669,0,193,309,1432,21087,2969,410,10770,,,,103500,620,6818,2864,1985,30.3,26188,57,210,10297,9143,184450,9682,6290,6247,9682,0.4491,05,071
"Lee County, Arkansas",9194,5220,3974,42.5,3949,5108,15,3206,1994,6754,1930,401,122,29681,591,24,16968,390,3180,1668,7547,0,97,38,328,7825,1884,89,3299,,,,74000,525,1917,1289,1974,46.8,7588,6,5,2744,2614,56590,3206,1917,1881,3206,0.5049,05,077
"Marion County, Iowa",33172,16498,16674,39.4,31772,349,371,13365,8882,21980,6558,2336,1552,61038,605,417,30644,382,17293,2466,31593,0,207,307,1030,26834,3752,420,13538,,,,157300,721,9463,3902,1972,22.6,32938,14,77,16705,14686,305005,13365,10641,10505,13365,0.3993,19,125
"Washington County, Iowa",22100,10964,11136,40.3,21043,172,132,8832,6168,14862,5065,1629,642,62556,260,317,30547,366,11673,2140,21709,0,189,105,473,17628,2370,234,8943,,,,151600,754,6267,2565,1965,23.9,21769,43,176,11011,9640,223790,8832,7152,7050,8832,0.3951,19,183
"Wright County, Iowa",12739,6434,6305,43.5,11901,49,67,5718,3553,8851,2921,1051,244,53333,236,127,29622,191,5929,1461,12499,0,114,71,321,10193,1559,172,5066,,,,85500,626,4100,1618,1954,24.1,12564,6,30,5673,5160,92280,5718,4163,4090,5718,0.4160,19,197
"Cass County, Iowa",13091,6457,6634,44.9,12695,26,43,5921,3369,9331,3141,906,361,50187,408,129,28302,158,6528,1776,12827,11,71,111,327,10737,1376,249,5491,,,,102100,646,4099,1822,1951,25.9,12836,2,13,6307,5650,110900,5921,4409,4368,5921,0.4317,19,029
"Cherokee County, Iowa",11343,5720,5623,46.3,10762,228,90,5319,3168,8182,2636,1093,324,56550,198,247,32999,194,6016,1201,10822,0,4,46,347,9332,1324,125,4645,,,,106700,550,3969,1350,1951,22.9,10999,66,3,5694,5066,87615,5319,4263,4226,5319,0.4275,19,035
"Crawford County, Iowa",17034,8491,8543,38.7,14619,477,353,6437,4484,11112,3769,906,262,55755,501,214,29196,558,8382,2978,16826,2,213,153,494,13545,2211,246,6700,,,,93400,631,4451,1986,1962,22.6,16857,0,39,7727,7154,123550,6437,4930,4872,6437,0.4913,19,047
"Des Moines County, Iowa",39386,19149,20237,42.9,35502,2258,302,16891,10366,27429,7608,3780,1341,51267,1292,465,29941,1045,20090,6214,38562,22,461,224,957,31958,4875,472,16604,,,,108500,778,11877,5014,1955,30.8,38894,18,176,18680,16964,303450,16891,13269,13187,16891,0.4619,19,057
"Fayette County, Iowa",19803,9956,9847,43.8,18890,444,50,8200,5331,13770,4787,1549,592,51128,492,275,28643,310,10106,2173,19132,40,117,183,618,16371,2495,235,8201,,,,104100,612,6279,1921,1952,26.8,19470,7,69,9631,8344,170570,8200,6355,6263,8200,0.4506,19,065
"Harrison County, Iowa",14089,7030,7059,44.0,13739,27,69,6019,4090,9882,3303,1055,396,63854,276,188,32443,114,7406,1351,13795,10,42,78,275,11428,1393,190,5774,,,,120600,715,4558,1461,1953,24.9,13845,39,41,7206,6460,188880,6019,4498,4437,6019,0.4217,19,085
"Kossuth County, Iowa",14978,7508,7470,45.5,14481,114,84,6646,4253,10525,3547,1671,291,56073,302,203,31225,230,7552,1602,14727,26,113,90,506,12240,1603,134,6154,,,,102100,679,5031,1615,1956,24.4,14750,23,102,7194,6256,99135,6646,5201,5163,6646,0.4163,19,109
"Mills County, Iowa",15034,7516,7518,42.5,14492,103,70,5554,3913,10327,3087,1246,584,72079,260,329,34850,309,7713,1234,14815,0,50,109,450,12092,1752,228,6062,,,,168900,826,4324,1230,1972,28.8,14836,14,23,7297,6584,166580,5554,4742,4704,5554,0.4219,19,129
"Monona County, Iowa",8730,4181,4549,46.0,8428,27,0,4000,2427,6351,2048,764,211,47605,176,112,29591,134,4448,1242,8511,0,50,80,209,7261,936,183,3795,,,,86900,613,2894,1106,1947,28.5,8519,2,17,4285,3821,85405,4000,3045,3012,4000,0.4506,19,133
"Muscatine County, Iowa",42889,21323,21566,38.1,38753,1065,388,16660,11184,28635,8567,3628,1521,58453,717,461,29511,666,22221,4054,42090,9,224,249,773,34044,5399,550,17211,,,,130500,831,12234,4426,1965,24.3,42309,0,76,21051,19614,350965,16660,13297,13203,16660,0.4179,19,139
"Osceola County, Iowa",6052,3059,2993,44.0,5717,76,8,2633,1633,4250,1374,610,134,59725,129,105,30955,93,3202,745,5946,0,63,17,152,4882,597,90,2475,,,,93700,639,2064,569,1955,22.2,5970,0,11,3067,2693,56335,2633,2227,2202,2633,0.4047,19,143
"Polk County, Iowa",479612,236343,243269,35.5,402987,32518,21909,187798,117447,318032,66519,31572,24760,67637,8154,12116,35433,11355,268387,48969,471026,144,3144,3585,10071,378752,65048,4498,194015,,,,179900,910,126008,61790,1977,27.2,474865,591,959,252623,231267,4717165,187798,160127,159191,187798,0.4403,19,153
"Webster County, Iowa",36545,18874,17671,39.0,33123,1727,501,15306,8835,24654,6895,3409,857,47466,1092,358,26498,710,17482,4629,33714,1,157,364,1063,30151,5922,544,14533,,,,99100,642,10408,4898,1956,25.0,34763,12,86,16515,14817,262895,15306,11718,11610,15306,0.4456,19,187
"Story County, Iowa",96941,50622,46319,26.6,83428,2213,7795,37811,19278,50812,7803,5182,6740,56756,3699,1850,29539,2419,53872,18022,86072,29,231,1094,1028,83398,23717,578,39696,,,,185800,905,20235,17576,1980,33.3,96284,112,99,50350,40197,862140,37811,29788,29534,37811,0.4660,19,169
"Woodbury County, Iowa",102586,50762,51824,35.8,87959,3706,2908,39016,25772,65818,17664,6797,3420,59224,2048,1351,28688,2345,54287,12649,99792,4,879,831,2522,80141,14172,964,40793,,,,123300,787,25924,13092,1958,26.4,101611,0,270,51151,47591,901880,39016,30837,30607,39016,0.4293,19,193
"Black Hawk County, Iowa",132393,65087,67306,35.2,110821,12534,3145,52905,31430,83718,21888,9270,5834,53539,3612,2218,30563,3170,72355,20129,127289,61,658,1130,2801,108176,21023,1042,55517,,,,147500,801,34645,18260,1965,28.8,131172,399,403,67604,61113,1049905,52905,43312,43052,52905,0.4694,19,013
"Grundy County, Iowa",12299,6087,6212,42.6,12080,74,34,5155,3559,8628,2526,1328,438,68038,163,268,36231,141,6360,677,12097,4,54,77,184,9960,1157,126,5070,,,,130200,633,4204,951,1956,22.2,12139,0,15,6129,5497,128705,5155,4231,4200,5155,0.4184,19,075
"Jones County, Iowa",20559,10633,9926,43.1,19621,435,196,8130,5343,14675,5030,1745,655,57549,280,339,29453,324,10174,1755,19416,0,142,150,276,16934,2733,305,8141,,,,138400,641,6367,1763,1965,25.8,19435,0,8,9614,8257,229190,8130,6503,6453,8130,0.4121,19,105
"Mitchell County, Iowa",10608,5233,5375,43.6,10333,32,49,4355,2845,7264,2542,1053,304,58302,163,156,29676,124,5516,710,10354,0,63,71,265,8589,1210,97,4415,,,,119400,621,3517,838,1958,20.5,10403,32,36,5323,4439,95900,4355,3539,3500,4355,0.3954,19,131
"Montgomery County, Iowa",10053,4850,5203,44.2,9509,11,17,4554,2899,6986,2138,913,246,51696,163,139,29781,206,5073,1180,9850,0,37,114,246,8194,1060,134,4245,,,,85700,644,3198,1356,1949,24.1,9864,5,14,4845,4407,87620,4554,3620,3614,4554,0.4449,19,137
"Sac County, Iowa",9802,4840,4962,46.1,9543,71,45,4313,2880,6941,2306,908,325,58232,189,142,32274,132,5156,947,9590,0,24,24,185,7983,956,126,4067,,,,95800,625,3424,889,1951,20.8,9630,0,6,4928,4365,83665,4313,3453,3401,4313,0.4248,19,161
"Plymouth County, Iowa",25068,12296,12772,40.0,23694,244,163,10250,7300,16820,5267,2120,636,67297,315,511,33982,241,13608,2243,24714,3,204,88,386,19982,2604,237,10333,,,,163500,660,7945,2305,1967,19.7,24789,62,70,13229,11717,225900,10250,8696,8645,10250,0.4062,19,149
"Buchanan County, Iowa",21118,10432,10686,39.1,20564,36,54,8029,5569,14005,4787,1854,663,64837,299,324,33373,239,10757,1812,20845,3,169,148,416,16418,2486,211,8316,,,,142500,678,6368,1661,1970,23.8,20875,42,120,10402,9078,230370,8029,6406,6319,8029,0.4662,19,019
"Clinton County, Iowa",46909,22958,23951,42.2,43921,1320,326,19635,12291,32650,11129,3916,1288,51688,1134,399,28483,1055,23207,5988,45776,0,376,236,1203,38052,5433,761,19537,,,,118100,683,14385,5250,1957,29.7,46471,23,46,21648,19578,405465,19635,15265,15141,19635,0.4263,19,045
"Decatur County, Iowa",7979,4009,3970,36.4,7552,141,59,3200,2019,4840,1569,357,394,44462,307,58,22875,183,3849,1331,7224,0,42,88,157,6527,1064,72,3246,,,,83200,567,2145,1055,1968,29.2,7864,42,32,3597,2909,78520,3200,2375,2359,3200,0.4422,19,053
"Jefferson County, Iowa",18148,8889,9259,42.9,15104,1305,790,6754,4073,13636,3216,1532,1434,47708,527,232,28611,643,9695,2087,17267,0,30,141,639,15805,2909,267,8036,,,,118300,685,4477,2277,1967,27.4,17990,3,9,8931,7052,118035,6754,5399,5330,6754,0.4886,19,101
"Allamakee County, Iowa",13813,6975,6838,44.4,13324,176,79,5953,3799,9672,3450,1204,344,52216,291,193,27892,205,6957,1478,13489,0,52,43,270,11109,1619,168,5507,,,,130400,620,4723,1230,1970,22.8,13531,71,164,6655,5745,143575,5953,4311,4266,5953,0.4155,19,005
"Linn County, Iowa",223861,110379,113482,37.7,197046,12389,5086,90877,56139,150555,35137,19212,11063,64903,3905,4706,34545,4546,123517,22272,218281,56,1165,1798,3708,180390,30667,2176,92187,,,,157000,761,67095,23782,1976,26.8,222016,190,342,117308,108764,2117845,90877,77435,77067,90877,0.4277,19,113
"Dallas County, Iowa",87099,42984,44115,35.4,78883,1654,3928,34399,23525,56905,9096,6051,6384,88479,736,3961,45090,1333,48829,4521,86583,0,220,409,1067,66482,8297,589,33944,,,,248100,1045,25363,9036,2002,24.8,86620,201,87,46883,43390,931135,34399,30609,30523,34399,0.4255,19,049
"O'Brien County, Iowa",13835,6845,6990,41.9,13250,175,132,6169,3650,9578,3418,1324,317,53703,329,138,30564,139,7363,1440,13500,0,45,158,372,11100,1543,134,5588,,,,107000,585,4422,1747,1960,25.4,13620,30,40,7109,6140,109000,6169,4958,4915,6169,0.4170,19,141
"Stanton County, Kansas",2052,1010,1042,35.3,1993,0,0,733,486,1275,356,64,29,52054,79,1,23033,14,931,370,2022,0,11,4,59,1531,215,7,780,,,,92600,675,545,188,1971,22.8,2022,0,62,914,772,8690,733,517,517,733,0.4214,20,187
"Meade County, Kansas",4180,2090,2090,37.9,3541,26,30,1689,1175,2754,661,332,172,59316,74,58,28945,27,2130,264,4053,0,25,18,57,3329,423,56,1685,,,,96800,633,1169,520,1957,18.0,4057,30,40,2097,1820,28830,1689,1361,1361,1689,0.3997,20,119
"Montgomery County, Kansas",32521,16205,16316,40.3,27395,1638,317,13576,8295,21944,5191,2655,926,45157,1133,283,24647,768,15262,5911,31583,34,300,363,1112,26031,3937,446,13225,,,,76200,659,9337,4239,1957,27.2,32010,94,203,14342,13075,232250,13576,10218,10161,13576,0.4434,20,125
